Profit:  -252 Capital:  747 Total trade:  1 Win trade:  0 Win rate:  0.0%
Profit:  2073 Capital:  2820 Total trade:  2 Win trade:  1 Win rate:  50.0%
Profit:  -712 Capital:  2108 Total trade:  3 Win trade:  1 Win rate:  33.3%
Profit:  -532 Capital:  1575 Total trade:  4 Win trade:  1 Win rate:  25.0%
Profit:  2121 Capital:  3697 Total trade:  5 Win trade:  2 Win rate:  40.0%
Profit:  -933 Capital:  2764 Total trade:  6 Win trade:  2 Win rate:  33.3%
Profit:  -697 Capital:  2066 Total trade:  7 Win trade:  2 Win rate:  28.5%
Profit:  2511 Capital:  4577 Total trade:  8 Win trade:  3 Win rate:  37.5%
Profit:  -1148 Capital:  3428 Total trade:  9 Win trade:  3 Win rate:  33.3%
Profit:  -865 Capital:  2562 Total trade:  10 Win trade:  3 Win rate:  30.0%
Profit:  -647 Capital:  1915 Total trade:  11 Win trade:  3 Win rate:  27.2%
Profit:  4230 Capital:  6146 Total trade:  12 Win trade:  4 Win rate:  33.3%
Profit:  8363 Capital:  14509 Total trade:  13 Win trade:  5 Win rate:  38.4%
Profit:  -3664 Capital:  10845 Total trade:  14 Win trade:  5 Win rate:  35.7%
Profit:  -2738 Capital:  8106 Total trade:  15 Win trade:  5 Win rate:  33.3%
Profit:  -2047 Capital:  6059 Total trade:  16 Win trade:  5 Win rate:  31.2%
Profit:  -1530 Capital:  4529 Total trade:  17 Win trade:  5 Win rate:  29.4%
Profit:  -1143 Capital:  3385 Total trade:  18 Win trade:  5 Win rate:  27.7%
Profit:  -854 Capital:  2530 Total trade:  19 Win trade:  5 Win rate:  26.3%
Profit:  -639 Capital:  1891 Total trade:  20 Win trade:  5 Win rate:  25.0%
Profit:  -477 Capital:  1413 Total trade:  21 Win trade:  5 Win rate:  23.8%
Profit:  2102 Capital:  3516 Total trade:  22 Win trade:  6 Win rate:  27.2%
Profit:  -887 Capital:  2628 Total trade:  23 Win trade:  6 Win rate:  26.0%
Profit:  -663 Capital:  1964 Total trade:  24 Win trade:  6 Win rate:  25.0%
Profit:  -496 Capital:  1468 Total trade:  25 Win trade:  6 Win rate:  24.0%
Profit:  1855 Capital:  3323 Total trade:  26 Win trade:  7 Win rate:  26.9%
Profit:  5660 Capital:  8984 Total trade:  27 Win trade:  8 Win rate:  29.6%
Profit:  -2268 Capital:  6715 Total trade:  28 Win trade:  8 Win rate:  28.5%
Profit:  -1695 Capital:  5019 Total trade:  29 Win trade:  8 Win rate:  27.5%
Profit:  6245 Capital:  11265 Total trade:  30 Win trade:  9 Win rate:  30.0%
Profit:  16218 Capital:  27483 Total trade:  31 Win trade:  10 Win rate:  32.2%
Profit:  -6313 Capital:  21170 Total trade:  32 Win trade:  10 Win rate:  31.2%
Profit:  25420 Capital:  46590 Total trade:  33 Win trade:  11 Win rate:  33.3%
Profit:  -6313 Capital:  40277 Total trade:  34 Win trade:  11 Win rate:  32.3%
Profit:  49990 Capital:  90267 Total trade:  35 Win trade:  12 Win rate:  34.2%
Profit:  -6313 Capital:  83954 Total trade:  36 Win trade:  12 Win rate:  33.3%
Profit:  35372 Capital:  119327 Total trade:  37 Win trade:  13 Win rate:  35.1%
Profit:  -6313 Capital:  113014 Total trade:  38 Win trade:  13 Win rate:  34.2%
Profit:  -6313 Capital:  106700 Total trade:  39 Win trade:  13 Win rate:  33.3%
Profit:  -6129 Capital:  100571 Total trade:  40 Win trade:  13 Win rate:  32.5%
Profit:  -6313 Capital:  94257 Total trade:  41 Win trade:  13 Win rate:  31.7%
Profit:  -6313 Capital:  87944 Total trade:  42 Win trade:  13 Win rate:  30.9%
Profit:  -6313 Capital:  81631 Total trade:  43 Win trade:  13 Win rate:  30.2%
Profit:  30497 Capital:  112128 Total trade:  44 Win trade:  14 Win rate:  31.8%
Profit:  -6313 Capital:  105815 Total trade:  45 Win trade:  14 Win rate:  31.1%
Profit:  -6313 Capital:  99502 Total trade:  46 Win trade:  14 Win rate:  30.4%
Profit:  -6313 Capital:  93189 Total trade:  47 Win trade:  14 Win rate:  29.7%
Profit:  -6313 Capital:  86876 Total trade:  48 Win trade:  14 Win rate:  29.1%
Profit:  29596 Capital:  116473 Total trade:  49 Win trade:  15 Win rate:  30.6%
Profit:  -6313 Capital:  110160 Total trade:  50 Win trade:  15 Win rate:  30.0%
Profit:  -6313 Capital:  103846 Total trade:  51 Win trade:  15 Win rate:  29.4%
Profit:  36602 Capital:  140449 Total trade:  52 Win trade:  16 Win rate:  30.7%
Profit:  39600 Capital:  180050 Total trade:  53 Win trade:  17 Win rate:  32.0%
Profit:  -6313 Capital:  173737 Total trade:  54 Win trade:  17 Win rate:  31.4%
Profit:  -6313 Capital:  167424 Total trade:  55 Win trade:  17 Win rate:  30.9%
Profit:  -6313 Capital:  161111 Total trade:  56 Win trade:  17 Win rate:  30.3%
Profit:  30601 Capital:  191712 Total trade:  57 Win trade:  18 Win rate:  31.5%
Profit:  -6313 Capital:  185399 Total trade:  58 Win trade:  18 Win rate:  31.0%
Profit:  -6313 Capital:  179086 Total trade:  59 Win trade:  18 Win rate:  30.5%
Profit:  -6313 Capital:  172773 Total trade:  60 Win trade:  18 Win rate:  30.0%
Profit:  -6313 Capital:  166460 Total trade:  61 Win trade:  18 Win rate:  29.5%
Profit:  -6313 Capital:  160147 Total trade:  62 Win trade:  18 Win rate:  29.0%
Profit:  33922 Capital:  194069 Total trade:  63 Win trade:  19 Win rate:  30.1%
Profit:  -6313 Capital:  187756 Total trade:  64 Win trade:  19 Win rate:  29.6%
Profit:  -6313 Capital:  181443 Total trade:  65 Win trade:  19 Win rate:  29.2%
Profit:  34102 Capital:  215545 Total trade:  66 Win trade:  20 Win rate:  30.3%
Profit:  -6313 Capital:  209232 Total trade:  67 Win trade:  20 Win rate:  29.8%
Profit:  -6313 Capital:  202919 Total trade:  68 Win trade:  20 Win rate:  29.4%
Profit:  -6313 Capital:  196605 Total trade:  69 Win trade:  20 Win rate:  28.9%
Profit:  -6313 Capital:  190292 Total trade:  70 Win trade:  20 Win rate:  28.5%
Profit:  -6313 Capital:  183979 Total trade:  71 Win trade:  20 Win rate:  28.1%
Profit:  -6313 Capital:  177666 Total trade:  72 Win trade:  20 Win rate:  27.7%
Profit:  -6207 Capital:  171458 Total trade:  73 Win trade:  20 Win rate:  27.3%
Profit:  -6313 Capital:  165145 Total trade:  74 Win trade:  20 Win rate:  27.0%
Profit:  30940 Capital:  196086 Total trade:  75 Win trade:  21 Win rate:  28.0%
Profit:  -6313 Capital:  189772 Total trade:  76 Win trade:  21 Win rate:  27.6%
Profit:  -6313 Capital:  183459 Total trade:  77 Win trade:  21 Win rate:  27.2%
Profit:  29643 Capital:  213103 Total trade:  78 Win trade:  22 Win rate:  28.2%
Profit:  -6313 Capital:  206790 Total trade:  79 Win trade:  22 Win rate:  27.8%
Profit:  -6313 Capital:  200477 Total trade:  80 Win trade:  22 Win rate:  27.5%
Profit:  -6313 Capital:  194164 Total trade:  81 Win trade:  22 Win rate:  27.1%
Profit:  -6313 Capital:  187851 Total trade:  82 Win trade:  22 Win rate:  26.8%
Profit:  -6313 Capital:  181538 Total trade:  83 Win trade:  22 Win rate:  26.5%
Profit:  -6313 Capital:  175225 Total trade:  84 Win trade:  22 Win rate:  26.1%
Profit:  37742 Capital:  212967 Total trade:  85 Win trade:  23 Win rate:  27.0%
